plastic_strain,subcycling_stress,trapezoid_stress,relative_difference_percent
1.234071999999999903e-03,1.144201000000000000e+08,1.116416016697163880e+08,2.488766095011426316e+00
1.241078999999999967e-03,1.139649000000000000e+08,1.113673798719121665e+08,2.332388650137355857e+00
1.241403000000000081e-03,1.139405688221708983e+08,1.113547000000000000e+08,2.322191000623142543e+00
1.248643000000000019e-03,1.133968721324095428e+08,1.112240000000000000e+08,1.953600061506098218e+00
1.248872999999999954e-03,1.133796000000000000e+08,1.112013718288841099e+08,1.958814118289594841e+00
1.254520999999999978e-03,1.132777000000000000e+08,1.106457026529597044e+08,2.378761473724430697e+00
1.258966000000000035e-03,1.134151000000000000e+08,1.102083886503067464e+08,2.909679915444738363e+00
1.260704999999999985e-03,1.134798679224973023e+08,1.100373000000000000e+08,3.128546340647491597e+00
1.263610999999999988e-03,1.135881000000000000e+08,1.100620766637246311e+08,3.203667823794125624e+00
1.266369999999999952e-03,1.135786336525034904e+08,1.100856000000000000e+08,3.173015955314310244e+00
1.268624000000000097e-03,1.135709000000000000e+08,1.101309130384836346e+08,3.123543487117293349e+00
1.271592999999999899e-03,1.134300856228052080e+08,1.101906000000000000e+08,2.939892897221004109e+00
1.273465000000000100e-03,1.133413000000000000e+08,1.102216286386818439e+08,2.830362243643458342e+00
1.276690999999999937e-03,1.132755160284951031e+08,1.102751000000000000e+08,2.720846345634783336e+00
1.277956999999999921e-03,1.132497000000000000e+08,1.101754874856298268e+08,2.790287190488848434e+00
1.282780000000000075e-03,1.126464566914852858e+08,1.097960000000000000e+08,2.596138922624946055e+00
1.286604999999999910e-03,1.121680395952653885e+08,1.097801000000000000e+08,2.175202605267610778e+00
1.288433000000000070e-03,1.119394000000000000e+08,1.097956499840102345e+08,1.952490846679230341e+00
1.289732000000000031e-03,1.117510874937091172e+08,1.098067000000000000e+08,1.770736661523492739e+00
1.292785999999999979e-03,1.113083573980875760e+08,1.098772000000000000e+08,1.302506250694025702e+00
1.295970999999999929e-03,1.108466365878208429e+08,1.098534000000000000e+08,9.041473343754885539e-01
1.300355000000000000e-03,1.102111000000000000e+08,1.096976696475702524e+08,4.680412574663292968e-01
1.302411999999999971e-03,1.099399666333111078e+08,1.096246000000000000e+08,2.876787083474947604e-01
1.307245000000000065e-03,1.093029284411830008e+08,1.097267000000000000e+08,3.862064190547963571e-01
1.309349000000000016e-03,1.090256000000000000e+08,1.097620274599542320e+08,6.709309922531373482e-01
1.310741000000000033e-03,1.089379339712918699e+08,1.097854000000000000e+08,7.719296269887708783e-01
1.313937000000000048e-03,1.087366547846889943e+08,1.098747000000000000e+08,1.035766391454088886e+00
1.314365000000000065e-03,1.087097000000000000e+08,1.098891447431589067e+08,1.073304142930216365e+00
1.318102999999999940e-03,1.084698319352906048e+08,1.100153000000000000e+08,1.404775576405641102e+00
1.319372000000000079e-03,1.083884000000000000e+08,1.100578665966386646e+08,1.516898926232368661e+00
1.322386999999999955e-03,1.080571576364547014e+08,1.101590000000000000e+08,1.908007846426799992e+00
1.326790000000000001e-03,1.075734229344016165e+08,1.101445000000000000e+08,2.334276396550334809e+00
1.327360000000000085e-03,1.075108000000000000e+08,1.101501725120561123e+08,2.396158309935673358e+00
1.331352000000000056e-03,1.073393338351009190e+08,1.101899000000000000e+08,2.586957756472309189e+00
1.333205999999999974e-03,1.072597000000000000e+08,1.100036148010610193e+08,2.494386030880280991e+00
1.337490999999999897e-03,1.070999000000000000e+08,1.095730689124668539e+08,2.257095595672838684e+00
1.338891999999999947e-03,1.070834904972375631e+08,1.094323000000000000e+08,2.146358527383996240e+00
1.341111000000000083e-03,1.070575000000000000e+08,1.093182738815374821e+08,2.068065842301320068e+00
1.345239999999999934e-03,1.067225382921226919e+08,1.091061000000000000e+08,2.184627356194849046e+00
1.348512000000000061e-03,1.064571000000000000e+08,1.089023276010781676e+08,2.245340072101415174e+00
1.352660000000000104e-03,1.062470498343587220e+08,1.086440000000000000e+08,2.206242558853943159e+00
1.354851000000000015e-03,1.061361000000000000e+08,1.085894145328719765e+08,2.259257537602170185e+00
1.357862000000000045e-03,1.062746834973504841e+08,1.085144000000000000e+08,2.063980911887745684e+00
1.358814000000000072e-03,1.063185000000000000e+08,1.084721672680412382e+08,1.985456105730234899e+00
1.362544000000000038e-03,1.065381000000000000e+08,1.083066965850515515e+08,1.632952200386520225e+00
1.364069999999999996e-03,1.066463238565488607e+08,1.082390000000000000e+08,1.471443882012157589e+00
1.366391999999999910e-03,1.068110000000000000e+08,1.082325106052193195e+08,1.313385966259540405e+00
1.369472999999999958e-03,1.066257860073861331e+08,1.082239000000000000e+08,1.476673814761681136e+00
1.373702999999999990e-03,1.063715000000000000e+08,1.083808253632760942e+08,1.853949124802418025e+00
1.374014999999999915e-03,1.063797273753334731e+08,1.083924000000000000e+08,1.856839247647000146e+00
1.378576000000000064e-03,1.065000000000000000e+08,1.081659881663516015e+08,1.540214437637670297e+00
1.379304999999999941e-03,1.064992618820726573e+08,1.081298000000000000e+08,1.507945189880442349e+00
1.382659000000000058e-03,1.064958659321024418e+08,1.083263000000000000e+08,1.689741150484746601e+00
1.383612999999999900e-03,1.064949000000000000e+08,1.083699274093074352e+08,1.730210081460658689e+00
1.385387999999999984e-03,1.065753385824246258e+08,1.084511000000000000e+08,1.729591878344594491e+00
1.386730999999999988e-03,1.066362000000000000e+08,1.085199266005121619e+08,1.735834753599318603e+00
1.388511999999999949e-03,1.067432877361232191e+08,1.086112000000000000e+08,1.719815510625774202e+00
1.390172000000000066e-03,1.068431000000000000e+08,1.086054916093535125e+08,1.622746311662317975e+00
1.393268999999999931e-03,1.071137000000000000e+08,1.085948416781293005e+08,1.363915316087797480e+00
1.394328000000000017e-03,1.072314988764044940e+08,1.085912000000000000e+08,1.252128278898755998e+00
1.396651000000000056e-03,1.074899000000000000e+08,1.086276355519807041e+08,1.047372103976499380e+00
1.399300999999999930e-03,1.076745242350061089e+08,1.086692000000000000e+08,9.153244571542729080e-01
1.400736000000000082e-03,1.077745000000000000e+08,1.087761915730337203e+08,9.208739141792546823e-01
1.404103000000000078e-03,1.081860000000000000e+08,1.090272303370786607e+08,7.715781960871932466e-01
1.404284999999999908e-03,1.082075864017906934e+08,1.090408000000000000e+08,7.641301221279618305e-01
1.407676999999999973e-03,1.086099000000000000e+08,1.092448867286880612e+08,5.812507547973975175e-01
1.409551999999999897e-03,1.088347648835920095e+08,1.093577000000000000e+08,4.781877420684509938e-01
1.411284999999999970e-03,1.090426000000000000e+08,1.093782796443670690e+08,3.068979009895739796e-01
1.415276000000000034e-03,1.094201000000000000e+08,1.094256733897040486e+08,5.093310857864036083e-03
1.417594000000000102e-03,1.096576518610421866e+08,1.094532000000000000e+08,1.867938635345395282e-01
1.418903000000000005e-03,1.097918000000000000e+08,1.095344613421052545e+08,2.349385341760237556e-01
1.421394000000000086e-03,1.099360467927874774e+08,1.096891000000000000e+08,2.251333931880901418e-01
1.422286000000000036e-03,1.099877000000000000e+08,1.096679960667461306e+08,2.915198095343067841e-01
1.425669000000000068e-03,1.102309000000000000e+08,1.095879572705601901e+08,5.866910429331733123e-01
1.426427999999999984e-03,1.102853893337408304e+08,1.095700000000000000e+08,6.529062094924070747e-01
1.428940999999999979e-03,1.104658000000000000e+08,1.096680682926829308e+08,7.274056338697213464e-01
1.431963000000000073e-03,1.107382436455232501e+08,1.097860000000000000e+08,8.673634575658555335e-01
1.433308000000000108e-03,1.108595000000000000e+08,1.098711389224450439e+08,8.995638775098275808e-01
1.436102000000000082e-03,1.109825092509363294e+08,1.100480000000000000e+08,8.491833117697090705e-01
1.438648000000000053e-03,1.110946000000000000e+08,1.101649737269040197e+08,8.438492214417430137e-01
1.440539999999999920e-03,1.112503542758752555e+08,1.102519000000000000e+08,9.056118541950347600e-01
1.443875000000000063e-03,1.115249000000000000e+08,1.104841063763165474e+08,9.420301777510307062e-01
1.444053000000000047e-03,1.115263496161372811e+08,1.104965000000000000e+08,9.320201238385660281e-01
1.449601000000000015e-03,1.115715320337197036e+08,1.104354000000000000e+08,1.028775223994935928e+00
1.450518000000000033e-03,1.115790000000000000e+08,1.104240616094105095e+08,1.045911890720622406e+00
1.456325999999999975e-03,1.118380000000000000e+08,1.103522476807913333e+08,1.346372502992783993e+00
1.457081999999999952e-03,1.119165228496959060e+08,1.103429000000000000e+08,1.426120620081496870e+00
1.460930000000000041e-03,1.123162000000000000e+08,1.104481395647873431e+08,1.691346221469741007e+00
1.463148000000000053e-03,1.125703544063079804e+08,1.105088000000000000e+08,1.865511530582162125e+00
1.465242000000000063e-03,1.128103000000000000e+08,1.104190396777206957e+08,2.165623183518584849e+00
1.470832999999999949e-03,1.131509000000000000e+08,1.101793787599252760e+08,2.696984929048749979e+00
1.471712000000000020e-03,1.131696715438407809e+08,1.101417000000000000e+08,2.749159985582918075e+00
1.476410000000000049e-03,1.132700000000000000e+08,1.100109737811484337e+08,2.962455568600771194e+00
1.477250000000000047e-03,1.132398569325875789e+08,1.099876000000000000e+08,2.956930538158464294e+00
1.483249999999999976e-03,1.130245493082131296e+08,1.098964000000000000e+08,2.846452939507690516e+00
1.486600999999999938e-03,1.129043000000000000e+08,1.097316382198379636e+08,2.891291729196532767e+00
1.492384000000000028e-03,1.130519049548924416e+08,1.094473000000000000e+08,3.293461743590241131e+00
1.493806000000000083e-03,1.130882000000000000e+08,1.094309063714285642e+08,3.342103021753205727e+00
1.499384000000000090e-03,1.131446430849521607e+08,1.093666000000000000e+08,3.454476124294035611e+00
1.500704000000000057e-03,1.131580000000000000e+08,1.094143858657243848e+08,3.421500842558177435e+00
1.505044000000000087e-03,1.132245915140128434e+08,1.095715000000000000e+08,3.333979651654712217e+00
1.507090999999999899e-03,1.132560000000000000e+08,1.095920774645148665e+08,3.343236683027096756e+00
1.510187000000000074e-03,1.134162582333696932e+08,1.096232000000000000e+08,3.460087128791800914e+00
1.512593000000000010e-03,1.135408000000000000e+08,1.097294840549102426e+08,3.473374524555787435e+00
1.515868999999999984e-03,1.134254893829627782e+08,1.098742000000000000e+08,3.232141287911791672e+00
1.520162999999999940e-03,1.132743465900574625e+08,1.101155000000000000e+08,2.868666618284857694e+00
1.520599000000000083e-03,1.132590000000000000e+08,1.101366517840805203e+08,2.834976518117462430e+00
1.524535000000000039e-03,1.129854011428571492e+08,1.103276000000000000e+08,2.409008392149516009e+00
1.528639000000000039e-03,1.127001242857142836e+08,1.106301000000000000e+08,1.871122131964341850e+00
1.528999000000000070e-03,1.126751000000000000e+08,1.106595521548575610e+08,1.821395266738356611e+00
1.532745999999999978e-03,1.124775810933057666e+08,1.109661000000000000e+08,1.362110674616632044e+00
1.535817999999999992e-03,1.123156440553114563e+08,1.112683000000000000e+08,9.412780237600972821e-01
1.536737000000000042e-03,1.122672000000000000e+08,1.112861243954248428e+08,8.815794510815858631e-01
1.541938000000000076e-03,1.120585155885319114e+08,1.113870000000000000e+08,6.028671106429936977e-01
1.543677999999999934e-03,1.119887000000000000e+08,1.115045280833815783e+08,4.342172689671978669e-01
1.545392000000000033e-03,1.119013890059811920e+08,1.116203000000000000e+08,2.518260620883405743e-01
1.550647999999999957e-03,1.116336488749644011e+08,1.122782000000000000e+08,5.740661366459373083e-01
1.550699999999999908e-03,1.116310000000000000e+08,1.122834547922998965e+08,5.810783017914764592e-01
1.555427000000000068e-03,1.116289000000000000e+08,1.127611356231003255e+08,1.004100940314026857e+00
1.555582999999999922e-03,1.116338436340533644e+08,1.127769000000000000e+08,1.013555405359285011e+00
1.559361999999999901e-03,1.117536000000000000e+08,1.130217337627482563e+08,1.122026463874889579e+00
1.561171999999999994e-03,1.118448487323191911e+08,1.131390000000000000e+08,1.143859560081677218e+00
1.563109000000000026e-03,1.119425000000000000e+08,1.132381403175128251e+08,1.144173079741444665e+00
1.566305999999999948e-03,1.121763000000000000e+08,1.134017704646932334e+08,1.080644913806503737e+00
1.567218999999999904e-03,1.122313233789625317e+08,1.134485000000000000e+08,1.072889126817426764e+00
1.569082000000000072e-03,1.123436000000000000e+08,1.135732689148633778e+08,1.082709801885829659e+00
1.572325000000000068e-03,1.124890000000000000e+08,1.137904592481440604e+08,1.143733188830844183e+00
1.573549999999999949e-03,1.125320642073014975e+08,1.138725000000000000e+08,1.177137406044920898e+00
1.576242000000000051e-03,1.126267000000000000e+08,1.141447998787878901e+08,1.329977257308246674e+00
1.578500000000000042e-03,1.126486052609427571e+08,1.143732000000000000e+08,1.507866125156280379e+00
1.580994000000000062e-03,1.126728000000000000e+08,1.146118067390610129e+08,1.691803658130604626e+00
1.584761999999999976e-03,1.124865005368203819e+08,1.149723000000000000e+08,2.162085531192833532e+00
1.587199000000000075e-03,1.123660090846524388e+08,1.150530000000000000e+08,2.335437507364050536e+00
1.588259000000000068e-03,1.123136000000000000e+08,1.151632955514929891e+08,2.474482462356076162e+00
1.592195999999999933e-03,1.123612000000000000e+08,1.155729498781230897e+08,2.778980619176048883e+00
1.593762999999999994e-03,1.123629553325554281e+08,1.157360000000000000e+08,2.914429967723588089e+00
1.596481000000000072e-03,1.123660000000000000e+08,1.159885354388542026e+08,3.123184050171836645e+00
1.599209000000000091e-03,1.123498034236186296e+08,1.162420000000000000e+08,3.348356511743922681e+00
1.601095999999999986e-03,1.123386000000000000e+08,1.163940517965726852e+08,3.484243167048250100e+00
1.604635999999999996e-03,1.122841486526946127e+08,1.166793000000000000e+08,3.766864685771500909e+00
1.606439999999999995e-03,1.122564000000000000e+08,1.167429897027919590e+08,3.843134148109503379e+00
1.611297999999999940e-03,1.119079595018450171e+08,1.169145000000000000e+08,4.282223760230752241e+00
1.615111999999999928e-03,1.116344000000000000e+08,1.168543641600970328e+08,4.467068215736802905e+00
1.619542999999999981e-03,1.111916584081533551e+08,1.167845000000000000e+08,4.789027304005792907e+00
1.626009999999999999e-03,1.105454815012537390e+08,1.169947000000000000e+08,5.512402270142374938e+00
1.627474999999999972e-03,1.103991000000000000e+08,1.169864806522018164e+08,5.630890522970728007e+00
1.633799000000000015e-03,1.101229197496522963e+08,1.169510000000000000e+08,5.838411172497630197e+00
1.636103000000000080e-03,1.100223000000000000e+08,1.168542712309329510e+08,5.846573821363606704e+00
1.639437000000000099e-03,1.100335040326452255e+08,1.167143000000000000e+08,5.724059491728755056e+00
1.642351999999999918e-03,1.100433000000000000e+08,1.166271431880524307e+08,5.645206602923028782e+00
1.645998999999999986e-03,1.100795958868894577e+08,1.165181000000000000e+08,5.525754464851848624e+00
1.647798000000000014e-03,1.100975000000000000e+08,1.164328117719644606e+08,5.441173905833581514e+00
1.652066999999999902e-03,1.103966000000000000e+08,1.162304240868706852e+08,5.019188506539803640e+00
1.654103000000000084e-03,1.103453926962155700e+08,1.161339000000000000e+08,4.984339029158953771e+00
1.658858000000000034e-03,1.102258000000000000e+08,1.157604009880338162e+08,4.781083117193010601e+00
1.663212000000000067e-03,1.104653715133531243e+08,1.154184000000000000e+08,4.291368175825410525e+00
1.663575999999999944e-03,1.104854000000000000e+08,1.153925981576253921e+08,4.252610857173176662e+00
1.667407999999999998e-03,1.107047000000000000e+08,1.151209699708684385e+08,3.836199410051863712e+00
1.671093999999999921e-03,1.109166000000000000e+08,1.148596908747342825e+08,3.432963161144677589e+00
1.674572000000000040e-03,1.112772000000000000e+08,1.146131556885284632e+08,2.910621968732998166e+00
1.675913000000000012e-03,1.113706799039231390e+08,1.145181000000000000e+08,2.748404047986179322e+00
1.678318999999999948e-03,1.115384000000000000e+08,1.145313164372014552e+08,2.613186096435465622e+00
1.683030999999999980e-03,1.112350523605150282e+08,1.145572000000000000e+08,2.899990257692202533e+00
1.684610000000000014e-03,1.111334000000000000e+08,1.146521730627306253e+08,3.069085363785794662e+00
1.690347999999999937e-03,1.105550896737374812e+08,1.149973000000000000e+08,3.862882281812284546e+00
1.693896999999999981e-03,1.101974000000000000e+08,1.147457834591626674e+08,3.963878516530770835e+00
1.699203999999999949e-03,1.098646000000000000e+08,1.143696779978429228e+08,3.939049297601319832e+00
1.700546999999999953e-03,1.098816969470046014e+08,1.142745000000000000e+08,3.844079871708384832e+00
1.702675999999999972e-03,1.099088000000000000e+08,1.142673663663240820e+08,3.814357943939278073e+00
1.707650000000000010e-03,1.095627462536022961e+08,1.142507000000000000e+08,4.103216651099470980e+00
1.711003999999999910e-03,1.093294000000000000e+08,1.143117860838537067e+08,4.358593505134163770e+00
1.714376000000000094e-03,1.091823887489954382e+08,1.143732000000000000e+08,4.538485633876259584e+00
1.718469999999999937e-03,1.090039000000000000e+08,1.144580490972538292e+08,4.765194881680619332e+00
1.720966999999999896e-03,1.088234743419338018e+08,1.145098000000000000e+08,4.965798261865969287e+00
1.726143999999999986e-03,1.084494000000000000e+08,1.142910650066642463e+08,5.111217579715108705e+00
1.729220000000000063e-03,1.082391809045226127e+08,1.141611000000000000e+08,5.187335349324233569e+00
1.733921999999999937e-03,1.079178381909547895e+08,1.139465000000000000e+08,5.290782787575933455e+00
1.735547000000000045e-03,1.078067829145728648e+08,1.139201000000000000e+08,5.366319978148839098e+00
1.735895000000000103e-03,1.077830000000000000e+08,1.139331179839999974e+08,5.398007263229360753e+00
1.738671999999999917e-03,1.076479630051565021e+08,1.140370000000000000e+08,5.602600028800738485e+00
1.741731000000000052e-03,1.074992132150137872e+08,1.141336000000000000e+08,5.812825307347015524e+00
1.744234000000000106e-03,1.073775000000000000e+08,1.142521062345679104e+08,6.017049891801418582e+00
1.744970999999999892e-03,1.073387276980138868e+08,1.142870000000000000e+08,6.079669867951834838e+00
1.748376999999999961e-03,1.071595438980617374e+08,1.144211000000000000e+08,6.346343551965732743e+00
1.751781999999999905e-03,1.069804127063890994e+08,1.146385000000000000e+08,6.680205422795047809e+00
1.752592000000000082e-03,1.069378000000000000e+08,1.145454107551487237e+08,6.641567484017921075e+00
1.759647999999999941e-03,1.065331650076070428e+08,1.137345000000000000e+08,6.331706731372587882e+00
1.761793999999999904e-03,1.064101000000000000e+08,1.136240175148298442e+08,6.348937198852616426e+00
1.762850999999999958e-03,1.063574333371877819e+08,1.135696000000000000e+08,6.350437672416049395e+00
1.770441999999999893e-03,1.059792000000000000e+08,1.125380883270387650e+08,5.828149762041856974e+00
1.777149000000000003e-03,1.056484438356164396e+08,1.116267000000000000e+08,5.355579054458798893e+00
1.778106999999999908e-03,1.056012000000000000e+08,1.117093905263157785e+08,5.467929327639515336e+00
1.781328999999999899e-03,1.055402757419584095e+08,1.119875000000000000e+08,5.757092763068726526e+00
1.783733999999999927e-03,1.054948000000000000e+08,1.120860670380687118e+08,5.880540920246639658e+00
1.786714000000000011e-03,1.053834456752655506e+08,1.122082000000000000e+08,6.082224226691498536e+00
1.789006000000000103e-03,1.052978000000000000e+08,1.123467759202089757e+08,6.274301921414554783e+00
1.790925000000000069e-03,1.053172621252916902e+08,1.124628000000000000e+08,6.353690175514311811e+00
1.794577000000000108e-03,1.053543000000000000e+08,1.128011457291408777e+08,6.601746534580694714e+00
1.794964000000000021e-03,1.053527984232493490e+08,1.128370000000000000e+08,6.632754838174226286e+00
1.798565000000000016e-03,1.053388263873859942e+08,1.130641000000000000e+08,6.832649455144476747e+00
1.801045999999999940e-03,1.053292000000000000e+08,1.132264918106075972e+08,6.974773910523775378e+00
1.803485999999999978e-03,1.052270214417290837e+08,1.133862000000000000e+08,7.195918514132157107e+00
1.809089999999999960e-03,1.049923457693724632e+08,1.139009000000000000e+08,7.821320314964619769e+00
1.809188999999999893e-03,1.049882000000000000e+08,1.139117948746642768e+08,7.833776023354557694e+00
1.813558000000000054e-03,1.050096884864744097e+08,1.143926000000000000e+08,8.202376301898540945e+00
1.813661999999999956e-03,1.050102000000000000e+08,1.144092290558316112e+08,8.215271734105378698e+00
1.816979000000000033e-03,1.049917289097812325e+08,1.149396000000000000e+08,8.654868374536510700e+00
1.819192999999999982e-03,1.049794000000000000e+08,1.153063833247022331e+08,8.956124567381058554e+00
1.820840999999999909e-03,1.050231007318123132e+08,1.155794000000000000e+08,9.133374345417683671e+00
1.823839000000000059e-03,1.051026000000000000e+08,1.159319783502824903e+08,9.341148580732472340e+00
1.825266000000000085e-03,1.050584594918101579e+08,1.160998000000000000e+08,9.510214925598358349e+00
1.828601000000000011e-03,1.049553000000000000e+08,1.166106648237382621e+08,9.995110516997581129e+00
1.829209000000000043e-03,1.049829950567557663e+08,1.167038000000000000e+08,1.004320762755303065e+01
1.834062999999999926e-03,1.052041000000000000e+08,1.169033543457856178e+08,1.000762930307429421e+01
1.834535999999999892e-03,1.052068721899385750e+08,1.169228000000000000e+08,1.002022514861209679e+01
1.838276000000000016e-03,1.052287918313132972e+08,1.174591000000000000e+08,1.041239730994593238e+01
1.840085999999999892e-03,1.052394000000000000e+08,1.177477856875584424e+08,1.062303262394183001e+01
1.841483000000000095e-03,1.053453469798657745e+08,1.179706000000000000e+08,1.070203340504687262e+01
1.843811000000000104e-03,1.055219000000000000e+08,1.183308760543743521e+08,1.082471158963488556e+01
1.844352000000000057e-03,1.055476051604782790e+08,1.184146000000000000e+08,1.086605438815966984e+01
1.846989000000000053e-03,1.056729000000000000e+08,1.188193467196132839e+08,1.106423076928365568e+01
1.847247999999999902e-03,1.056774777553763390e+08,1.188591000000000000e+08,1.109012456313707773e+01
1.849965000000000073e-03,1.057255000000000000e+08,1.192881237936772108e+08,1.136963459760282547e+01
1.850854000000000084e-03,1.057431335839599073e+08,1.194285000000000000e+08,1.145904571860158327e+01
1.852757999999999922e-03,1.057809000000000000e+08,1.197190529729729444e+08,1.164238492274035863e+01
1.853814000000000069e-03,1.058208523780300766e+08,1.198802000000000000e+08,1.172783130322599021e+01
1.856016999999999953e-03,1.059042000000000000e+08,1.201027811286564767e+08,1.182202526471612281e+01
1.857677000000000070e-03,1.059251337404580116e+08,1.202705000000000000e+08,1.192758511816446187e+01
1.859292000000000019e-03,1.059455000000000000e+08,1.203616677365914285e+08,1.197737453101834681e+01
1.862506000000000101e-03,1.055986201714110672e+08,1.205431000000000000e+08,1.239762361229214527e+01
1.865825999999999900e-03,1.052403000000000000e+08,1.209110094466181993e+08,1.296053148372461905e+01
1.866084000000000059e-03,1.052206222131147385e+08,1.209396000000000000e+08,1.299737868066808666e+01
1.869580999999999934e-03,1.049539043032786846e+08,1.213075000000000000e+08,1.348110850254214732e+01
1.870705999999999975e-03,1.048681000000000000e+08,1.213994651995905787e+08,1.361732950998727532e+01
1.872512000000000005e-03,1.048418381281407028e+08,1.215471000000000000e+08,1.374385885953617858e+01
1.873890000000000017e-03,1.048218000000000000e+08,1.216943273653566241e+08,1.386467860141179997e+01
1.875946999999999988e-03,1.048692692307692319e+08,1.219141000000000000e+08,1.398101677265449005e+01
1.876243000000000095e-03,1.048761000000000000e+08,1.219494737209302485e+08,1.400036687325198237e+01
1.879386999999999941e-03,1.045069404814980030e+08,1.223252000000000000e+08,1.456630319713517530e+01
1.882601999999999930e-03,1.041294443453707844e+08,1.227103000000000000e+08,1.514205054883674428e+01
1.882971999999999901e-03,1.040860000000000000e+08,1.227541203429462165e+08,1.520773420133830811e+01
1.885168000000000000e-03,1.038922132879045904e+08,1.230142000000000000e+08,1.554453608778125506e+01
1.888691000000000068e-03,1.035813250425894260e+08,1.233939000000000000e+08,1.605636498839130155e+01
1.889428999999999978e-03,1.035162000000000000e+08,1.233953863493957967e+08,1.611015365931721277e+01
1.892428999999999943e-03,1.037276000000000000e+08,1.234014284201104045e+08,1.594295031426412024e+01
1.895393999999999898e-03,1.039897850172036141e+08,1.234074000000000000e+08,1.573456290530096702e+01
1.895626000000000082e-03,1.040103000000000000e+08,1.234082086401570886e+08,1.571849138230258802e+01
1.898411000000000022e-03,1.043585000000000000e+08,1.234179158075601310e+08,1.544298952291383564e+01
1.900947999999999961e-03,1.047219000000000000e+08,1.234267585665193945e+08,1.515462188568991131e+01
1.901504999999999949e-03,1.047993799838253111e+08,1.234287000000000000e+08,1.509318336511256220e+01
1.903420999999999976e-03,1.050659000000000000e+08,1.235452065888645798e+08,1.495752615506991390e+01
1.905617999999999982e-03,1.053243040456050038e+08,1.236788000000000000e+08,1.484045443066636949e+01
1.906139999999999961e-03,1.053857000000000000e+08,1.237166951198382825e+08,1.481691303027610829e+01
1.908659999999999957e-03,1.057385000000000000e+08,1.238996370776783079e+08,1.465794211026805982e+01
1.909080999999999972e-03,1.057525054693140835e+08,1.239302000000000000e+08,1.466768756177744848e+01
1.912770999999999959e-03,1.058752612454873621e+08,1.241903000000000000e+08,1.474755979695084029e+01
1.914200000000000016e-03,1.059228000000000000e+08,1.241347744633931220e+08,1.467113026315101010e+01
1.918744000000000005e-03,1.064193000000000000e+08,1.239582118053513616e+08,1.414905196671625021e+01
1.919572999999999939e-03,1.064998237537387758e+08,1.239260000000000000e+08,1.406175963579977051e+01
1.922756000000000074e-03,1.068090000000000000e+08,1.239285031870860904e+08,1.381401594211300043e+01
1.924404999999999909e-03,1.068759414373947233e+08,1.239298000000000000e+08,1.376090219027649120e+01
1.928098999999999959e-03,1.070259000000000000e+08,1.240131641136801541e+08,1.369795233843747440e+01
1.928557000000000014e-03,1.070432817179779559e+08,1.240235000000000000e+08,1.369112973107680631e+01
1.931414999999999911e-03,1.071517466742683351e+08,1.241806000000000000e+08,1.371297394740536291e+01
1.933360999999999977e-03,1.072256000000000000e+08,1.241539030814689696e+08,1.363493427215150078e+01
1.936152999999999919e-03,1.072851782426778227e+08,1.241156000000000000e+08,1.356027909249294616e+01
1.938140999999999996e-03,1.073276000000000000e+08,1.240979316603931338e+08,1.351378821227003613e+01
1.940934999999999969e-03,1.076357335127055198e+08,1.240731000000000000e+08,1.324813072881589804e+01
1.941486000000000080e-03,1.076965000000000000e+08,1.241135487851487994e+08,1.322744289067756895e+01
1.944598000000000073e-03,1.079568300025621355e+08,1.243420000000000000e+08,1.317750237042822548e+01
1.945389000000000059e-03,1.080230000000000000e+08,1.243932240418118536e+08,1.316006090195828371e+01
1.948503999999999991e-03,1.083359000000000000e+08,1.245949470383275300e+08,1.304952361617519685e+01
1.948616000000000020e-03,1.083468675315048248e+08,1.246022000000000000e+08,1.304578287421504257e+01
1.951201999999999971e-03,1.086001000000000000e+08,1.247732712364709675e+08,1.296204794199831944e+01
1.951664999999999997e-03,1.086441074445983469e+08,1.248039000000000000e+08,1.294814709748786186e+01
1.954089999999999907e-03,1.088746000000000000e+08,1.249240892911010534e+08,1.284739347084784811e+01
1.954979999999999826e-03,1.088124092662964165e+08,1.249682000000000000e+08,1.292792145017979166e+01
1.958361000000000043e-03,1.085761543554516137e+08,1.251473000000000000e+08,1.324131295245553552e+01
1.960931999999999866e-03,1.083965000000000000e+08,1.250948890988097489e+08,1.334857820259950856e+01
1.963654000000000007e-03,1.084383115074199438e+08,1.250394000000000000e+08,1.327668598264231647e+01
1.964772999999999954e-03,1.084555000000000000e+08,1.249583946706143618e+08,1.320671149314567572e+01
1.967706999999999963e-03,1.083176831066257060e+08,1.247460000000000000e+08,1.316941376346679959e+01
1.969330999999999946e-03,1.082414000000000000e+08,1.245400977075098753e+08,1.308710849560145206e+01
1.972600000000000135e-03,1.083372000000000000e+08,1.241256305928853452e+08,1.271971833494178483e+01
1.975713000000000035e-03,1.083822000000000000e+08,1.237309422699039876e+08,1.240493443945700847e+01
1.976561999999999850e-03,1.083214376495425850e+08,1.236233000000000000e+08,1.237781417455885347e+01
1.979976000000000045e-03,1.080771000000000000e+08,1.232731744418331236e+08,1.232715431450452570e+01
1.983369999999999925e-03,1.077604840917638242e+08,1.229251000000000000e+08,1.233646823003290294e+01
1.985293999999999861e-03,1.075810000000000000e+08,1.227846291899441332e+08,1.238235542204926531e+01
1.989227000000000096e-03,1.073516000000000000e+08,1.224974817388267964e+08,1.236423926748051549e+01
