plastic_strain,subcycling_stress,trapezoid_stress,relative_difference_percent
2.729631000000000158e-03,1.240547947104422897e+08,1.129056000000000000e+08,9.874793376451025395e+00
2.736488000000000028e-03,1.233814454400364757e+08,1.124208000000000000e+08,9.749659707132911635e+00
2.737129000000000038e-03,1.233185000000000000e+08,1.124654488741995543e+08,9.650120312008303003e+00
2.741328999999999814e-03,1.230280786516854018e+08,1.127580000000000000e+08,9.108070958766031566e+00
2.743536999999999886e-03,1.228754000000000000e+08,1.129422362760834694e+08,8.794906185171726065e+00
2.745066999999999906e-03,1.226388351274787486e+08,1.130699000000000000e+08,8.462849199900899677e+00
2.748789000000000180e-03,1.220633485552407354e+08,1.132706000000000000e+08,7.762604378577261599e+00
2.754913999999999800e-03,1.211163159773371071e+08,1.134640000000000000e+08,6.744267765403217929e+00
2.755891999999999804e-03,1.209651000000000000e+08,1.135164846814964563e+08,6.561703649829188301e+00
2.758870000000000072e-03,1.207430649005141854e+08,1.136763000000000000e+08,6.216568361667458298e+00
2.760364999999999867e-03,1.206316000000000000e+08,1.136158110599078387e+08,6.175011096292615242e+00
2.762124999999999823e-03,1.206605117043121159e+08,1.135446000000000000e+08,6.267063078571870172e+00
2.762800000000000152e-03,1.206716000000000000e+08,1.135823053669222444e+08,6.241548461422865124e+00
2.765840999999999786e-03,1.208458000000000000e+08,1.137521750273822397e+08,6.236034582116952940e+00
2.766690000000000035e-03,1.208526977220956683e+08,1.137996000000000000e+08,6.197822946737658434e+00
2.769792000000000087e-03,1.208779000000000000e+08,1.139099395973154455e+08,6.117078480874526214e+00
2.770861999999999804e-03,1.208591729375481904e+08,1.139480000000000000e+08,6.065198983350467365e+00
2.774734000000000055e-03,1.207914054741711617e+08,1.142073000000000000e+08,5.765047833344420170e+00
2.776277000000000172e-03,1.207644000000000000e+08,1.143155252397558987e+08,5.641293907121334605e+00
2.779321999999999869e-03,1.206851811286564916e+08,1.145291000000000000e+08,5.375123989149038550e+00
2.784003000000000172e-03,1.205634000000000000e+08,1.145354641502683312e+08,5.262942700282886577e+00
2.784912000000000065e-03,1.206005291028446406e+08,1.145367000000000000e+08,5.294223687992269056e+00
2.788116000000000205e-03,1.207314000000000000e+08,1.145525529544060528e+08,5.393897286648197564e+00
2.789802999999999988e-03,1.207012853859413862e+08,1.145609000000000000e+08,5.359931168436514071e+00
2.793336999999999903e-03,1.206382000000000000e+08,1.145080709215017110e+08,5.353447166794603973e+00
2.797127999999999854e-03,1.207979583315415978e+08,1.144514000000000000e+08,5.545199387287178538e+00
2.797987999999999951e-03,1.208342000000000000e+08,1.144654727272727340e+08,5.563885004783492683e+00
2.802040999999999907e-03,1.208454000000000000e+08,1.145317945454545468e+08,5.512535169471875385e+00
2.802793000000000038e-03,1.208854472145615071e+08,1.145441000000000000e+08,5.536162241932589545e+00
2.805666999999999970e-03,1.210385000000000000e+08,1.145111069082289189e+08,5.700227050466153855e+00
2.808699000000000005e-03,1.212225186831738800e+08,1.144763000000000000e+08,5.893113843803372554e+00
2.809221000000000201e-03,1.212542000000000000e+08,1.144813649504950494e+08,5.916102635947530608e+00
2.815005000000000198e-03,1.210118000000000000e+08,1.145374869306930751e+08,5.652571260992087510e+00
2.815264000000000048e-03,1.210073570649479479e+08,1.145400000000000000e+08,5.646374249125150513e+00
2.821048000000000045e-03,1.209081372335151285e+08,1.145911000000000000e+08,5.512677017251015776e+00
2.821056000000000171e-03,1.209080000000000000e+08,1.145911012813667953e+08,5.512556078087340161e+00
2.826667000000000155e-03,1.206063419143791646e+08,1.145920000000000000e+08,5.248483239998572358e+00
2.828086999999999962e-03,1.205300000000000000e+08,1.144513553390336186e+08,5.311116362894883203e+00
2.832287000000000173e-03,1.208061000000000000e+08,1.140353640882879198e+08,5.937400179184829874e+00
2.836725000000000010e-03,1.206941317703987956e+08,1.135958000000000000e+08,6.248762516218729246e+00
2.838279999999999883e-03,1.206549000000000000e+08,1.135943326056338102e+08,6.215598289466084836e+00
2.842900000000000201e-03,1.209493000000000000e+08,1.135899728873239458e+08,6.478852776887420006e+00
2.843824999999999912e-03,1.210726657894736528e+08,1.135891000000000000e+08,6.588278091360573185e+00
2.846700000000000185e-03,1.214561000000000000e+08,1.137636167829530686e+08,6.761813165384183755e+00
2.849127999999999817e-03,1.216809506923257262e+08,1.139110000000000000e+08,6.821071443781308474e+00
2.850960999999999947e-03,1.218507000000000000e+08,1.140442226890756339e+08,6.845131762796567543e+00
2.854721000000000168e-03,1.222152539024948627e+08,1.143175000000000000e+08,6.908613206634909965e+00
2.855330000000000108e-03,1.222743000000000000e+08,1.143108917356440723e+08,6.966447504208211683e+00
2.859892000000000163e-03,1.223886000000000000e+08,1.142613894335230142e+08,7.112823156421860027e+00
2.862453000000000046e-03,1.225413364771151245e+08,1.142336000000000000e+08,7.272585716562486979e+00
2.863497000000000004e-03,1.226036000000000000e+08,1.141316625474628955e+08,7.422951057962515087e+00
2.867475999999999879e-03,1.228408000000000000e+08,1.137431480612127632e+08,7.998417569637851443e+00
2.870394000000000070e-03,1.232258000000000000e+08,1.134582309285467565e+08,8.608955905195298186e+00
2.871143999999999953e-03,1.232770505367110223e+08,1.133850000000000000e+08,8.724302629722647140e+00
2.875051999999999903e-03,1.235441000000000000e+08,1.133933148936170191e+08,8.951837342356744998e+00
2.877160000000000134e-03,1.236209359763313681e+08,1.133978000000000000e+08,9.015285989967502189e+00
2.880122000000000151e-03,1.237289000000000000e+08,1.132951341681097597e+08,9.209368000225317985e+00
2.883908000000000131e-03,1.238958000000000000e+08,1.131639076861595809e+08,9.483493927766666332e+00
2.884667000000000047e-03,1.238891791243549138e+08,1.131376000000000000e+08,9.503099875156371112e+00
2.889914999999999845e-03,1.238434000000000000e+08,1.130710886500655264e+08,9.527025412546279881e+00
2.892296999999999837e-03,1.241572308698123842e+08,1.130409000000000000e+08,9.833901596512752974e+00
2.893432999999999942e-03,1.243069000000000000e+08,1.129644702984038740e+08,1.004070542856021220e+01
2.896987000000000173e-03,1.248971000000000000e+08,1.127253583622484207e+08,1.079769611256155493e+01
2.900443999999999852e-03,1.253916000000000000e+08,1.124927725537821054e+08,1.146636104115137300e+01
2.900943000000000011e-03,1.254669611093602479e+08,1.124592000000000000e+08,1.156664915752579326e+01
2.903616999999999830e-03,1.258708000000000000e+08,1.123197729750778824e+08,1.206468519833003228e+01
2.906816999999999908e-03,1.263509000000000000e+08,1.121529193925233632e+08,1.265948375163129214e+01
2.908646999999999882e-03,1.265458522502744198e+08,1.120575000000000000e+08,1.292939093793313354e+01
2.910461000000000038e-03,1.267391000000000000e+08,1.121589274842462540e+08,1.299956485211724555e+01
2.912773000000000011e-03,1.270166605911330134e+08,1.122882000000000000e+08,1.311665926707616059e+01
2.913911999999999839e-03,1.271534000000000000e+08,1.122696600729926974e+08,1.325713457877271750e+01
2.918252999999999993e-03,1.273000964607078582e+08,1.121990000000000000e+08,1.345920771192956877e+01
2.918912999999999976e-03,1.273224000000000000e+08,1.121858479418886155e+08,1.349238993669860953e+01
2.922383000000000185e-03,1.273877479147358686e+08,1.121167000000000000e+08,1.362067195586016055e+01
2.924308000000000029e-03,1.274240000000000000e+08,1.120400046673126668e+08,1.373080568710076577e+01
2.928575000000000102e-03,1.276124280141844153e+08,1.118700000000000000e+08,1.407207295448682771e+01
2.929101999999999834e-03,1.276357000000000000e+08,1.118135876993898153e+08,1.415043790844798011e+01
2.935347999999999950e-03,1.275067000000000000e+08,1.111449895407344103e+08,1.472105087856349570e+01
2.937916000000000052e-03,1.275838520465406179e+08,1.108701000000000000e+08,1.507507618964952556e+01
2.940161000000000163e-03,1.276513000000000000e+08,1.107292108444577754e+08,1.528240743927347367e+01
2.944379000000000007e-03,1.279497000000000000e+08,1.104645023998800218e+08,1.582879316001786485e+01
2.944583000000000183e-03,1.279640413357815146e+08,1.104517000000000000e+08,1.585520307589789368e+01
2.948463000000000125e-03,1.282368079182924181e+08,1.104103000000000000e+08,1.614569285500756379e+01
2.948735999999999979e-03,1.282560000000000000e+08,1.104183640000000000e+08,1.615459182133870542e+01
2.951712999999999906e-03,1.283490939718421549e+08,1.105063000000000000e+08,1.614640429716871850e+01
2.953779000000000127e-03,1.284137000000000000e+08,1.106282557384148985e+08,1.607676460491207848e+01
2.954022000000000158e-03,1.284267978723404258e+08,1.106426000000000000e+08,1.607355383219521627e+01
2.956527999999999934e-03,1.285618730496453792e+08,1.107455000000000000e+08,1.608767223015416192e+01
2.958291000000000046e-03,1.286569000000000000e+08,1.108475376451077908e+08,1.606653853864675341e+01
2.958940000000000181e-03,1.287018015602145344e+08,1.108851000000000000e+08,1.606771474275130984e+01
2.962392999999999797e-03,1.289407000000000000e+08,1.107265888805409521e+08,1.644962723371675040e+01
2.962933000000000060e-03,1.289361280523255765e+08,1.107018000000000000e+08,1.647157322855236217e+01
2.965868999999999884e-03,1.289112702034883797e+08,1.107212000000000000e+08,1.642871482921823656e+01
2.967897000000000157e-03,1.288941000000000000e+08,1.108862610778443366e+08,1.623991894677899595e+01
2.968039999999999914e-03,1.288789285609398186e+08,1.108979000000000000e+08,1.621403882394510276e+01
2.970182000000000030e-03,1.286516752569750398e+08,1.110544000000000000e+08,1.584563534355688752e+01
2.974867999999999870e-03,1.281545188693098575e+08,1.115185000000000000e+08,1.491772115775396657e+01
2.977431000000000001e-03,1.278826000000000000e+08,1.117596311329014152e+08,1.442646929276779844e+01
2.980579000000000128e-03,1.280290927069815844e+08,1.120558000000000000e+08,1.425476656003668374e+01
2.981283999999999844e-03,1.280619000000000000e+08,1.121343360529434681e+08,1.420400254524755113e+01
2.985640999999999816e-03,1.280811629035574794e+08,1.126197000000000000e+08,1.372891501536363457e+01
2.986147000000000194e-03,1.280834000000000000e+08,1.126428174939759225e+08,1.370756063239436706e+01
