total_strain,subcycling_stress,trapezoid_stress,relative_difference_percent
1.809742000000000035e-03,1.135712317766497433e+08,1.097801000000000000e+08,3.453387068011181338e+00
1.809836999999999904e-03,1.135709000000000000e+08,1.097808768213956356e+08,3.452352803458126118e+00
1.812994999999999971e-03,1.133771328166755736e+08,1.098067000000000000e+08,3.251561896200845680e+00
1.813579000000000059e-03,1.133413000000000000e+08,1.098188379716981202e+08,3.207520761792861386e+00
1.816387000000000036e-03,1.132783810176125318e+08,1.098772000000000000e+08,3.095438378128066326e+00
1.817667000000000024e-03,1.132497000000000000e+08,1.098672736396220326e+08,3.078647761364075919e+00
1.819455999999999895e-03,1.126947457623106390e+08,1.098534000000000000e+08,2.586488686113164626e+00
1.821890999999999962e-03,1.119394000000000000e+08,1.097493028400597870e+08,1.995545395975674152e+00
1.824808000000000029e-03,1.105686955138662010e+08,1.096246000000000000e+08,8.612077160292499478e-01
1.825568999999999976e-03,1.102111000000000000e+08,1.096391994175122082e+08,5.216205385721236487e-01
1.828907000000000059e-03,1.090256000000000000e+08,1.097032373355881274e+08,6.177003997750751818e-01
1.830129999999999908e-03,1.089153729814550728e+08,1.097267000000000000e+08,7.394071074268406818e-01
1.832412000000000060e-03,1.087097000000000000e+08,1.097622408331122398e+08,9.589279747965178125e-01
1.833898999999999946e-03,1.085720925403225869e+08,1.097854000000000000e+08,1.105162853783301813e+00
1.835884000000000084e-03,1.083884000000000000e+08,1.098342994482758641e+08,1.316437083442026035e+00
1.837524000000000102e-03,1.080133963522667885e+08,1.098747000000000000e+08,1.694023872404849751e+00
1.839722000000000015e-03,1.075108000000000000e+08,1.099385641868154556e+08,2.208291698889231824e+00
1.842363000000000074e-03,1.073678786422413737e+08,1.100153000000000000e+08,2.406411978841694221e+00
1.844361999999999998e-03,1.072597000000000000e+08,1.100731562537764311e+08,2.555987626347278496e+00
1.847328000000000078e-03,1.071248971558589339e+08,1.101590000000000000e+08,2.754294105920592983e+00
1.847878000000000064e-03,1.070999000000000000e+08,1.101571615952051580e+08,2.775363445219917846e+00
1.851290000000000010e-03,1.070575000000000000e+08,1.101457568003688306e+08,2.803790985762684596e+00
1.851666000000000076e-03,1.070077094397882521e+08,1.101445000000000000e+08,2.847886694489282444e+00
1.855824000000000059e-03,1.064571000000000000e+08,1.101840088321473449e+08,3.382440765814630712e+00
1.856444000000000063e-03,1.064160141205615252e+08,1.101899000000000000e+08,3.424892734668490313e+00
1.860370999999999986e-03,1.061557814616019875e+08,1.094323000000000000e+08,2.994105523138975045e+00
1.860668000000000001e-03,1.061361000000000000e+08,1.094120995412843972e+08,2.994183965959145599e+00
1.865167000000000040e-03,1.063062467136636972e+08,1.091061000000000000e+08,2.566174839295239263e+00
1.865490999999999937e-03,1.063185000000000000e+08,1.090774069375239611e+08,2.529311078236553989e+00
1.870258999999999984e-03,1.065381000000000000e+08,1.086551584131851345e+08,1.948419609434974609e+00
1.870385000000000016e-03,1.065447884652791321e+08,1.086440000000000000e+08,1.932192789956985957e+00
1.874966000000000046e-03,1.067879619529274553e+08,1.085144000000000000e+08,1.590975987585559803e+00
1.875399999999999940e-03,1.068110000000000000e+08,1.084899974683544338e+08,1.547605777061781485e+00
1.879863999999999971e-03,1.064350797087564766e+08,1.082390000000000000e+08,1.666608423251806803e+00
1.880619000000000041e-03,1.063715000000000000e+08,1.082368618717179298e+08,1.723407201077902906e+00
1.885196000000000007e-03,1.064781058546311408e+08,1.082239000000000000e+08,1.613131799324233562e+00
1.886136000000000063e-03,1.065000000000000000e+08,1.082535333021515459e+08,1.619839324095941002e+00
1.890540999999999923e-03,1.064954743150684983e+08,1.083924000000000000e+08,1.750054141186560885e+00
1.891099999999999942e-03,1.064949000000000000e+08,1.083560379985137433e+08,1.717613557021410831e+00
1.894578000000000061e-03,1.066235832678711712e+08,1.081298000000000000e+08,1.392970977592512538e+00
1.894918999999999900e-03,1.066362000000000000e+08,1.081454228724644333e+08,1.395549466984150833e+00
1.898867000000000046e-03,1.068210057013574690e+08,1.083263000000000000e+08,1.389592646146440069e+00
1.899339000000000105e-03,1.068431000000000000e+08,1.083440159699248075e+08,1.385324289937200026e+00
1.902192000000000032e-03,1.070193606849315166e+08,1.084511000000000000e+08,1.320170394830926908e+00
1.903718999999999897e-03,1.071137000000000000e+08,1.085139626124967784e+08,1.290398561424868751e+00
1.906081000000000008e-03,1.072854071304347813e+08,1.086112000000000000e+08,1.220677857868450733e+00
1.908893999999999955e-03,1.074899000000000000e+08,1.086013660548855066e+08,1.023436532394802700e+00
1.911801999999999989e-03,1.076411457602339238e+08,1.085912000000000000e+08,8.748906354898704496e-01
1.914366000000000028e-03,1.077745000000000000e+08,1.086286096520763189e+08,7.862658417629793117e-01
1.917148000000000029e-03,1.079897675817976743e+08,1.086692000000000000e+08,6.252299807142462917e-01
1.919684000000000060e-03,1.081860000000000000e+08,1.088087701421801001e+08,5.723528915604212397e-01
1.923900000000000089e-03,1.085059932676812857e+08,1.090408000000000000e+08,4.904647914530287922e-01
1.925269000000000069e-03,1.086099000000000000e+08,1.091048065063440502e+08,4.536065111991864351e-01
1.930677999999999908e-03,1.090232652949487716e+08,1.093577000000000000e+08,3.058172447401769078e-01
1.930931000000000097e-03,1.090426000000000000e+08,1.093605438677024543e+08,2.907299620666507489e-01
1.936722000000000096e-03,1.094201000000000000e+08,1.094256380885122418e+08,5.061052061457653982e-03
1.939174000000000106e-03,1.095891611018363982e+08,1.094532000000000000e+08,1.242184804431467060e-01
1.942113000000000086e-03,1.097918000000000000e+08,1.095939736243654937e+08,1.805084432037826758e-01
1.944098999999999914e-03,1.098820475991649181e+08,1.096891000000000000e+08,1.759040772190837987e-01
1.946423999999999984e-03,1.099877000000000000e+08,1.096270965293327421e+08,3.289364418866752016e-01
1.948564999999999976e-03,1.101017116487847567e+08,1.095700000000000000e+08,4.852711953862888228e-01
1.950991000000000010e-03,1.102309000000000000e+08,1.096497953403380513e+08,5.299641990742243181e-01
1.955132000000000050e-03,1.104528303901437372e+08,1.097860000000000000e+08,6.073910973564363713e-01
1.955374000000000174e-03,1.104658000000000000e+08,1.097977741875580400e+08,6.084147127616897910e-01
1.960517000000000162e-03,1.107905472493985593e+08,1.100480000000000000e+08,6.747485182816219673e-01
1.961609000000000009e-03,1.108595000000000000e+08,1.100891568946395516e+08,6.997447587846481465e-01
1.965927000000000126e-03,1.110154867547633648e+08,1.102519000000000000e+08,6.925837602466394793e-01
1.968117000000000130e-03,1.110946000000000000e+08,1.103664336754329801e+08,6.597715449503612772e-01
1.970603999999999932e-03,1.112419029731589705e+08,1.104965000000000000e+08,6.745941936251107496e-01
1.975381999999999919e-03,1.115249000000000000e+08,1.104410094468732178e+08,9.814203605664970631e-01
1.975864999999999826e-03,1.115286930468863398e+08,1.104354000000000000e+08,9.899842323080640938e-01
1.982270999999999860e-03,1.115790000000000000e+08,1.103512063370275646e+08,1.112623689153507511e+00
1.982902999999999836e-03,1.116022775881683677e+08,1.103429000000000000e+08,1.141330876901339053e+00
1.989302999999999991e-03,1.118380000000000000e+08,1.104977432259005308e+08,1.212926829971052944e+00
1.989760000000000140e-03,1.118697872581818253e+08,1.105088000000000000e+08,1.231564597735044897e+00
1.996177999999999928e-03,1.123162000000000000e+08,1.101630849889948666e+08,1.954479589256443273e+00
1.996574999999999999e-03,1.123456177714457214e+08,1.101417000000000000e+08,2.000983979224690845e+00
2.001376999999999930e-03,1.127014468356328756e+08,1.099876000000000000e+08,2.467411631522895110e+00
2.002845999999999967e-03,1.128103000000000000e+08,1.099635344709897637e+08,2.588826871294557463e+00
2.006944000000000089e-03,1.130039967527060807e+08,1.098964000000000000e+08,2.827751184484733393e+00
2.010052000000000019e-03,1.131509000000000000e+08,1.096968285387474895e+08,3.148743229192311421e+00
2.013937999999999839e-03,1.132258267605633736e+08,1.094473000000000000e+08,3.452370922410487264e+00
2.016229000000000025e-03,1.132700000000000000e+08,1.094193423862089813e+08,3.519174516878058157e+00
2.020551000000000205e-03,1.130826638141519427e+08,1.093666000000000000e+08,3.397805010077978860e+00
2.024666000000000052e-03,1.129043000000000000e+08,1.094935442186088562e+08,3.115029114941620936e+00
2.027193000000000050e-03,1.129617858114794642e+08,1.095715000000000000e+08,3.094131057327374368e+00
2.032576999999999821e-03,1.130842644854032695e+08,1.096232000000000000e+08,3.157237232085242429e+00
2.032749999999999835e-03,1.130882000000000000e+08,1.096295124000581503e+08,3.154887333002508676e+00
2.039455999999999821e-03,1.131530218806259483e+08,1.098742000000000000e+08,2.984159958048338890e+00
2.039970999999999798e-03,1.131580000000000000e+08,1.098970101138032228e+08,2.967314472723031837e+00
2.044904000000000166e-03,1.132281137055837661e+08,1.101155000000000000e+08,2.826680808409139267e+00
2.046866000000000050e-03,1.132560000000000000e+08,1.101928494795539081e+08,2.779808794230749225e+00
2.050283999999999874e-03,1.133982127684441060e+08,1.103276000000000000e+08,2.783177344965453770e+00
2.053711000000000165e-03,1.135408000000000000e+08,1.105146228215767741e+08,2.738259518207755150e+00
2.055827000000000088e-03,1.134511459930837452e+08,1.106301000000000000e+08,2.549980514420347788e+00
2.060362000000000044e-03,1.132590000000000000e+08,1.108969114165645242e+08,2.129985906066139467e+00
2.061537999999999912e-03,1.131365340823970139e+08,1.109661000000000000e+08,1.955943375857143618e+00
2.065968999999999965e-03,1.126751000000000000e+08,1.112630064745011032e+08,1.269149172076808663e+00
2.066048000000000016e-03,1.126695306774974018e+08,1.112683000000000000e+08,1.259326041197180057e+00
2.071755000000000211e-03,1.122672000000000000e+08,1.113696344652206451e+08,8.059338069028622042e-01
2.072733000000000214e-03,1.122186226859283000e+08,1.113870000000000000e+08,7.466065931646422849e-01
2.077298999999999899e-03,1.119918292134831548e+08,1.116203000000000000e+08,3.328509361497458685e-01
2.077362000000000132e-03,1.119887000000000000e+08,1.116252377769835740e+08,3.256093606202105639e-01
2.082673000000000163e-03,1.116310000000000000e+08,1.120415002144389004e+08,3.663822901810794841e-01
2.085693000000000009e-03,1.116296537890044600e+08,1.122782000000000000e+08,5.776243393602141785e-01
2.087383999999999854e-03,1.116289000000000000e+08,1.123935785333150774e+08,6.803578489926056516e-01
2.091949000000000065e-03,1.117536000000000000e+08,1.127050528116021305e+08,8.441971214836125892e-01
2.093002000000000057e-03,1.117964966357558817e+08,1.127769000000000000e+08,8.693299463313128861e-01
2.096586000000000109e-03,1.119425000000000000e+08,1.129542389450669587e+08,8.957069292096223601e-01
2.100320000000000138e-03,1.121453838484778255e+08,1.131390000000000000e+08,8.782260330409271676e-01
2.100888999999999882e-03,1.121763000000000000e+08,1.131624151708549261e+08,8.714158047670413909e-01
2.104454999999999867e-03,1.123436000000000000e+08,1.133091612152639180e+08,8.521475270914343758e-01
2.107841000000000055e-03,1.124689052685161680e+08,1.134485000000000000e+08,8.634708537211439605e-01
2.108384000000000039e-03,1.124890000000000000e+08,1.134760660919540226e+08,8.698451805283459182e-01
2.112998000000000046e-03,1.126267000000000000e+08,1.137103017241379321e+08,9.529494757359436852e-01
2.116193000000000154e-03,1.126563954637096822e+08,1.138725000000000000e+08,1.067952786046076019e+00
2.117958000000000080e-03,1.126728000000000000e+08,1.139929984319607317e+08,1.158139929750792163e+00
2.123502000000000202e-03,1.123136000000000000e+08,1.143714932233433425e+08,1.799306072995577876e+00
2.123527000000000053e-03,1.123138863330125064e+08,1.143732000000000000e+08,1.800521159666332416e+00
2.127658000000000153e-03,1.123612000000000000e+08,1.146445984099133760e+08,1.991719140355006301e+00
2.131959000000000111e-03,1.123660000000000000e+08,1.149271654786708951e+08,2.228511830082694267e+00
2.132646000000000194e-03,1.123617963823135346e+08,1.149723000000000000e+08,2.270550052218200054e+00
2.135457999999999801e-03,1.123445903081732988e+08,1.150530000000000000e+08,2.354053950637272408e+00
2.136437000000000145e-03,1.123386000000000000e+08,1.151210566921119839e+08,2.416983280090614361e+00
2.141427999999999908e-03,1.122564000000000000e+08,1.154680137404580116e+08,2.781388227285940484e+00
2.145282999999999999e-03,1.118355839241839200e+08,1.157360000000000000e+08,3.370097528699869116e+00
2.147126000000000069e-03,1.116344000000000000e+08,1.158546309629818052e+08,3.642695098075333426e+00
2.153144000000000065e-03,1.104848661512293220e+08,1.162420000000000000e+08,4.952714035177197438e+00
2.153593000000000087e-03,1.103991000000000000e+08,1.162681448335552663e+08,5.047852824999616850e+00
2.160427999999999828e-03,1.100223000000000000e+08,1.166661402396804094e+08,5.694745901451113923e+00
2.160654000000000134e-03,1.100230484623876363e+08,1.166793000000000000e+08,5.704740718887038042e+00
2.166768999999999813e-03,1.100433000000000000e+08,1.168641647814909965e+08,5.836575133399052540e+00
2.168433999999999900e-03,1.100591432233146131e+08,1.169145000000000000e+08,5.863564208618594620e+00
2.172465000000000160e-03,1.100975000000000000e+08,1.168457927756654024e+08,5.775383619178814598e+00
2.176060999999999968e-03,1.102853713711790293e+08,1.167845000000000000e+08,5.565060970266577201e+00
2.178189999999999987e-03,1.103966000000000000e+08,1.168444565648445934e+08,5.518324749335675961e+00
2.183524999999999962e-03,1.102438904307021946e+08,1.169947000000000000e+08,5.770184093209184795e+00
2.184156999999999939e-03,1.102258000000000000e+08,1.169910583333333284e+08,5.782714020807996569e+00
2.190103000000000102e-03,1.104854000000000000e+08,1.169567967035865039e+08,5.533151459326909993e+00
2.191109000000000112e-03,1.105307009856262803e+08,1.169510000000000000e+08,5.489734174460859428e+00
2.194972999999999803e-03,1.107047000000000000e+08,1.167481592814371288e+08,5.176492133694851283e+00
2.195617999999999875e-03,1.107337984671066701e+08,1.167143000000000000e+08,5.124052093782278661e+00
2.199669999999999924e-03,1.109166000000000000e+08,1.165730164741425365e+08,4.852251957808097593e+00
2.201245000000000111e-03,1.110260306358381659e+08,1.165181000000000000e+08,4.713490319668647288e+00
2.204859999999999893e-03,1.112772000000000000e+08,1.162966228831127584e+08,4.316052142079544574e+00
2.207516000000000079e-03,1.114153966533864588e+08,1.161339000000000000e+08,4.062985352781178783e+00
2.209880000000000004e-03,1.115384000000000000e+08,1.158372598737285137e+08,3.711120133896986140e+00
2.213217999999999869e-03,1.112277635110294223e+08,1.154184000000000000e+08,3.630821852469431121e+00
2.214232000000000006e-03,1.111334000000000000e+08,1.153099404300819635e+08,3.622012477418981469e+00
2.219050000000000189e-03,1.101974000000000000e+08,1.147945970298205763e+08,4.004715508192730589e+00
2.221635000000000016e-03,1.099657661820140034e+08,1.145181000000000000e+08,3.975209000137093440e+00
2.222763999999999903e-03,1.098646000000000000e+08,1.145241504248903543e+08,4.068618197649306545e+00
2.226440000000000103e-03,1.099088000000000000e+08,1.145438504797149152e+08,4.046529307599762149e+00
2.228930999999999968e-03,1.096513922240057141e+08,1.145572000000000000e+08,4.282408941554337822e+00
2.232047000000000024e-03,1.093294000000000000e+08,1.147028405692438483e+08,4.684662160567861555e+00
2.237918000000000199e-03,1.090039000000000000e+08,1.149772487149532884e+08,5.195244086734203570e+00
2.238346999999999906e-03,1.089568508504747152e+08,1.149973000000000000e+08,5.252687801822551350e+00
2.242974000000000009e-03,1.084494000000000000e+08,1.145022007253886014e+08,5.286187240981572444e+00
2.245102000000000122e-03,1.082334567686919272e+08,1.142745000000000000e+08,5.286431558491240246e+00
2.249540999999999867e-03,1.077830000000000000e+08,1.142593901315789521e+08,5.668146945402792625e+00
2.252094000000000058e-03,1.076214454588014930e+08,1.142507000000000000e+08,5.802375426319931861e+00
2.255949000000000149e-03,1.073775000000000000e+08,1.143153192528735697e+08,6.069019706384778168e+00
2.259402000000000198e-03,1.071348075287723839e+08,1.143732000000000000e+08,6.328748755152095562e+00
2.262205000000000205e-03,1.069378000000000000e+08,1.144260707263187021e+08,6.544199830324466838e+00
2.266643999999999951e-03,1.065891677184104770e+08,1.145098000000000000e+08,6.916990756764507253e+00
2.268923999999999854e-03,1.064101000000000000e+08,1.143891388981636167e+08,6.975346588863700958e+00
2.273232999999999938e-03,1.061280480328117907e+08,1.141611000000000000e+08,7.036592996378108644e+00
2.275506999999999964e-03,1.059792000000000000e+08,1.140283468988030553e+08,7.058899929459159672e+00
2.276909000000000138e-03,1.058887020491803139e+08,1.139465000000000000e+08,7.071562488378043021e+00
2.278408999999999903e-03,1.057918782786885202e+08,1.139201000000000000e+08,7.135019826449835456e+00
2.281362999999999794e-03,1.056012000000000000e+08,1.140138357763300687e+08,7.378609551242360176e+00
2.282092999999999795e-03,1.055860059467918575e+08,1.140370000000000000e+08,7.410747435663989080e+00
2.285611999999999800e-03,1.055127622848200351e+08,1.141336000000000000e+08,7.553286425014163363e+00
2.286475000000000053e-03,1.054948000000000000e+08,1.141669293554884344e+08,7.596008234999036546e+00
2.289583999999999890e-03,1.053532204808136821e+08,1.142870000000000000e+08,7.816969138385221783e+00
2.290800999999999862e-03,1.052978000000000000e+08,1.143273360603064746e+08,7.897967687748351118e+00
2.293630000000000061e-03,1.053249695563488007e+08,1.144211000000000000e+08,7.949696728707554172e+00
2.296683999999999792e-03,1.053543000000000000e+08,1.145706022742625475e+08,8.044212120139061284e+00
2.298071000000000055e-03,1.053488071473650932e+08,1.146385000000000000e+08,8.103466856801953000e+00
2.301626000000000193e-03,1.053347284947933108e+08,1.137345000000000000e+08,7.385420875114137473e+00
2.303022000000000055e-03,1.053292000000000000e+08,1.136393365440264493e+08,7.312728846148194961e+00
2.304044999999999791e-03,1.052755895804518312e+08,1.135696000000000000e+08,7.303019839418444015e+00
2.309083999999999876e-03,1.050115202704779506e+08,1.116267000000000000e+08,5.926162584329778937e+00
2.309528999999999836e-03,1.049882000000000000e+08,1.116539036597763449e+08,5.969969200618002958e+00
2.314099000000000017e-03,1.050102000000000000e+08,1.119332760759064704e+08,6.185002636045114244e+00
2.314986000000000214e-03,1.050051276643148959e+08,1.119875000000000000e+08,6.234956879727740819e+00
2.319485000000000036e-03,1.049794000000000000e+08,1.121417773927905560e+08,6.386894839113738342e+00
2.321422000000000069e-03,1.050251424573509693e+08,1.122082000000000000e+08,6.401544221054282779e+00
2.324702000000000105e-03,1.051026000000000000e+08,1.123621900424119532e+08,6.460883362696799637e+00
2.326845000000000128e-03,1.050247544019728750e+08,1.124628000000000000e+08,6.613783044728678284e+00
2.328756999999999876e-03,1.049553000000000000e+08,1.125856486263736188e+08,6.777372355597178100e+00
2.332668999999999888e-03,1.051009608201137334e+08,1.128370000000000000e+08,6.855941916114631773e+00
2.335438999999999918e-03,1.052041000000000000e+08,1.129713012382578999e+08,6.875375562751795400e+00
2.337352999999999913e-03,1.052150274138767570e+08,1.130641000000000000e+08,6.942143957386334385e+00
2.341621999999999801e-03,1.052394000000000000e+08,1.132770211675441265e+08,7.095544254872273804e+00
2.343810999999999898e-03,1.053615636704859734e+08,1.133862000000000000e+08,7.077260133520681507e+00
2.346683999999999923e-03,1.055219000000000000e+08,1.135697795282433182e+08,7.086286124419142851e+00
2.350575000000000147e-03,1.056729000000000000e+08,1.138184074239602685e+08,7.156581794031965593e+00
2.351866000000000199e-03,1.056939890062111765e+08,1.139009000000000000e+08,7.205308293252136842e+00
2.353795000000000106e-03,1.057255000000000000e+08,1.140401788986784071e+08,7.291008291091662485e+00
2.356847000000000022e-03,1.057809000000000000e+08,1.142605413656387627e+08,7.421320837701561146e+00
2.358676000000000089e-03,1.058395974752732962e+08,1.143926000000000000e+08,7.476884452951243709e+00
2.360689000000000017e-03,1.059042000000000000e+08,1.145752660583941489e+08,7.568008660765294771e+00
2.364161999999999948e-03,1.059455000000000000e+08,1.148904171864631623e+08,7.785607716913302667e+00
2.364704000000000025e-03,1.058248883243925273e+08,1.149396000000000000e+08,7.930001214209439375e+00
2.367330999999999862e-03,1.052403000000000000e+08,1.151829055298204869e+08,8.632014867211678322e+00
2.370455000000000045e-03,1.048681000000000000e+08,1.154722418355529904e+08,9.183282204440633478e+00
2.371611999999999939e-03,1.048499839702401161e+08,1.155794000000000000e+08,9.283156020674864450e+00
2.373412000000000091e-03,1.048218000000000000e+08,1.157149993051534593e+08,9.413817889266773875e+00
2.376019000000000048e-03,1.048761000000000000e+08,1.159113922987840325e+08,9.520455306358870828e+00
2.378519999999999853e-03,1.042096446543001682e+08,1.160998000000000000e+08,1.024132284956548666e+01
2.378983999999999786e-03,1.040860000000000000e+08,1.161408932551319599e+08,1.037954239653593014e+01
2.382748000000000071e-03,1.035162000000000000e+08,1.164742445747800618e+08,1.112524457410032674e+01
2.385340000000000116e-03,1.036531872000000030e+08,1.167038000000000000e+08,1.118268025548439581e+01
2.386748000000000168e-03,1.037276000000000000e+08,1.167521841205084026e+08,1.115575200466038730e+01
2.391284999999999938e-03,1.040103000000000000e+08,1.169080923270045370e+08,1.103242048542544040e+01
2.391713000000000172e-03,1.040438727866636813e+08,1.169228000000000000e+08,1.101489804669090944e+01
2.395724000000000117e-03,1.043585000000000000e+08,1.172644612611181736e+08,1.100585899796177536e+01
2.398008999999999991e-03,1.045529658079625219e+08,1.174591000000000000e+08,1.098776867185043749e+01
2.399993999999999912e-03,1.047219000000000000e+08,1.176391226063829809e+08,1.098037992820094821e+01
2.403648999999999890e-03,1.050258207154943198e+08,1.179706000000000000e+08,1.097288585843055841e+01
2.404130999999999890e-03,1.050659000000000000e+08,1.180135303911735117e+08,1.097131011016842983e+01
2.408365999999999892e-03,1.053857000000000000e+08,1.183907299899698794e+08,1.098483807902161935e+01
2.408634000000000209e-03,1.054082495826377571e+08,1.184146000000000000e+08,1.098373884416469259e+01
2.412558999999999884e-03,1.057385000000000000e+08,1.187624888334994912e+08,1.096641621561049362e+01
2.413648999999999916e-03,1.057695682029075176e+08,1.188591000000000000e+08,1.101264589509131575e+01
2.419024999999999995e-03,1.059228000000000000e+08,1.193432971527997553e+08,1.124528773125564207e+01
2.419970999999999928e-03,1.059909103538282961e+08,1.194285000000000000e+08,1.125157700730705379e+01
2.425080000000000031e-03,1.063587494634570628e+08,1.198802000000000000e+08,1.127913578434381670e+01
2.425921000000000154e-03,1.064193000000000000e+08,1.199375649598042667e+08,1.127108505524083348e+01
2.430802000000000136e-03,1.067450622366843820e+08,1.202705000000000000e+08,1.124584812012556512e+01
2.431759999999999824e-03,1.068090000000000000e+08,1.203131090389949232e+08,1.122413770773563790e+01
2.436930999999999820e-03,1.069839477304632664e+08,1.205431000000000000e+08,1.124838524107703641e+01
2.438170999999999828e-03,1.070259000000000000e+08,1.206330323211999238e+08,1.127977309313530441e+01
2.442398000000000138e-03,1.071619844591326863e+08,1.209396000000000000e+08,1.139214578257850619e+01
2.444374000000000026e-03,1.072256000000000000e+08,1.210780441820605546e+08,1.144092165977767905e+01
2.447649000000000092e-03,1.072891559360730648e+08,1.213075000000000000e+08,1.155604069321924499e+01
2.449629999999999950e-03,1.073276000000000000e+08,1.214240923851633370e+08,1.160930430548210524e+01
2.451720000000000114e-03,1.074789844492440820e+08,1.215471000000000000e+08,1.157420913436512855e+01
2.454722999999999801e-03,1.076965000000000000e+08,1.217597376615859419e+08,1.154999011304765766e+01
2.456902999999999865e-03,1.078270520909757763e+08,1.219141000000000000e+08,1.155489636475536841e+01
2.460175000000000209e-03,1.080230000000000000e+08,1.221631039244724363e+08,1.157477460069660857e+01
2.462305000000000136e-03,1.081678863043478280e+08,1.223252000000000000e+08,1.157350545566422184e+01
2.464775000000000212e-03,1.083359000000000000e+08,1.225137051525961310e+08,1.157242378306742125e+01
2.467351000000000006e-03,1.085081549228043407e+08,1.227103000000000000e+08,1.157371881349459564e+01
2.468726000000000080e-03,1.086001000000000000e+08,1.228143494272908419e+08,1.157376926521605931e+01
2.471366999999999921e-03,1.087727904478322864e+08,1.230142000000000000e+08,1.157704521280284204e+01
2.472924000000000042e-03,1.088746000000000000e+08,1.231250348143982142e+08,1.157395393705242803e+01
2.476700999999999989e-03,1.084810115736704320e+08,1.233939000000000000e+08,1.208559614886114097e+01
2.477511999999999857e-03,1.083965000000000000e+08,1.233955181643511653e+08,1.215523739231265310e+01
2.481624999999999890e-03,1.084555000000000000e+08,1.234037247117942721e+08,1.211326866081668641e+01
2.483467000000000053e-03,1.083438114698385745e+08,1.234074000000000000e+08,1.220638999781328060e+01
2.485156000000000084e-03,1.082414000000000000e+08,1.234131875965251029e+08,1.229348977365875051e+01
2.488876000000000109e-03,1.083372000000000000e+08,1.234259347007721961e+08,1.222493047134104138e+01
2.489682999999999913e-03,1.083481316676700711e+08,1.234287000000000000e+08,1.221804031990122930e+01
2.492198000000000156e-03,1.083822000000000000e+08,1.235473795283018947e+08,1.227478849507115299e+01
2.494983000000000097e-03,1.080791673680456430e+08,1.236788000000000000e+08,1.261302068903834517e+01
2.495002000000000070e-03,1.080771000000000000e+08,1.236798245817245841e+08,1.261541616386647391e+01
2.497951999999999898e-03,1.075810000000000000e+08,1.238389043758043647e+08,1.312826890527693813e+01
2.499644999999999992e-03,1.074454418150087148e+08,1.239302000000000000e+08,1.330164736681719617e+01
2.500816999999999797e-03,1.073516000000000000e+08,1.239920456482044905e+08,1.342057513545463188e+01
2.504573999999999863e-03,1.073922789629231542e+08,1.241903000000000000e+08,1.352603306142013118e+01
2.508260999999999911e-03,1.074322000000000000e+08,1.240145924450054020e+08,1.337132358222997652e+01
2.510119999999999799e-03,1.075437879260956645e+08,1.239260000000000000e+08,1.321935031704754060e+01
2.514965999999999990e-03,1.078346728587797284e+08,1.239298000000000000e+08,1.298729372694886131e+01
2.515242999999999906e-03,1.078513000000000000e+08,1.239354448238364458e+08,1.297784088054766904e+01
2.519564000000000178e-03,1.076991117402036339e+08,1.240235000000000000e+08,1.316233476703718708e+01
2.521724999999999835e-03,1.076230000000000000e+08,1.241176467276760936e+08,1.328952583500607965e+01
2.523169999999999927e-03,1.074606927518614233e+08,1.241806000000000000e+08,1.346418623209951981e+01
2.527599000000000165e-03,1.069632126120650321e+08,1.241156000000000000e+08,1.381968695952399884e+01
2.528306000000000130e-03,1.068838000000000000e+08,1.241090422741161138e+08,1.387911948919177973e+01
2.532181000000000102e-03,1.065691873239436597e+08,1.240731000000000000e+08,1.410774186834724020e+01
2.534909000000000120e-03,1.063477000000000000e+08,1.242214736245954782e+08,1.438863435045945671e+01
2.537124999999999884e-03,1.064238893120755851e+08,1.243420000000000000e+08,1.441034460433676045e+01
2.541682999999999876e-03,1.065806000000000000e+08,1.245675594522632062e+08,1.443952143828921209e+01
2.542383000000000056e-03,1.065947318591318578e+08,1.246022000000000000e+08,1.445196645072730846e+01
2.546392000000000187e-03,1.066756670352170318e+08,1.248039000000000000e+08,1.452537377820963016e+01
2.549009000000000084e-03,1.067285000000000000e+08,1.249088226695949286e+08,1.455487473265597309e+01
2.550489999999999875e-03,1.067356722175021172e+08,1.249682000000000000e+08,1.458973385429083791e+01
2.554725999999999785e-03,1.067561864061172456e+08,1.251473000000000000e+08,1.469557361116281058e+01
2.556071000000000037e-03,1.067627000000000000e+08,1.251169072251308858e+08,1.466964587935743936e+01
2.559501000000000050e-03,1.066218865020576119e+08,1.250394000000000000e+08,1.472936810152830844e+01
2.562145999999999955e-03,1.065133000000000000e+08,1.247472151355421543e+08,1.461669113473224790e+01
2.562156999999999803e-03,1.065129526221205741e+08,1.247460000000000000e+08,1.461613789450517409e+01
2.565661999999999804e-03,1.064022653978108168e+08,1.236233000000000000e+08,1.393024988185008972e+01
2.568266999999999946e-03,1.063200000000000000e+08,1.231008033036483526e+08,1.363175775730378092e+01
2.569142999999999861e-03,1.062907729629629701e+08,1.229251000000000000e+08,1.353208338820715362e+01
2.574747000000000060e-03,1.061038000000000000e+08,1.222978000000000000e+08,1.324144833349414441e+01
2.579483000000000036e-03,1.061727850446066558e+08,1.221108000000000000e+08,1.305209281684613032e+01
2.580911999999999876e-03,1.061936000000000000e+08,1.221285894834633917e+08,1.304771434015541764e+01
2.584864999999999993e-03,1.063232764593908638e+08,1.221778000000000000e+08,1.297659930086246227e+01
