total_strain,subcycling_stress,trapezoid_stress,relative_difference_percent
3.335222000000000100e-03,1.206316000000000000e+08,1.145584780663204193e+08,5.301329099504723530e+00
3.335723000000000073e-03,1.206392459366654009e+08,1.145609000000000000e+08,5.305777046675960840e+00
3.337843000000000060e-03,1.206716000000000000e+08,1.145267768190504164e+08,5.365403053871198757e+00
3.341713999999999969e-03,1.208458000000000000e+08,1.144644698221372962e+08,5.574944074592273147e+00
3.342526000000000178e-03,1.208521157741701007e+08,1.144514000000000000e+08,5.592518548632957831e+00
3.345841000000000006e-03,1.208779000000000000e+08,1.145017193875880092e+08,5.568633070765196535e+00
3.348633000000000165e-03,1.208245960470983982e+08,1.145441000000000000e+08,5.483037578625523878e+00
3.351785999999999828e-03,1.207644000000000000e+08,1.145058099408919960e+08,5.465740177147949019e+00
3.354216000000000142e-03,1.206921577281467170e+08,1.144763000000000000e+08,5.429820607537732435e+00
3.358546999999999921e-03,1.205634000000000000e+08,1.145164871376547664e+08,5.280386268814315720e+00
3.361081000000000138e-03,1.206502977342314869e+08,1.145400000000000000e+08,5.334640941358029131e+00
3.363445999999999970e-03,1.207314000000000000e+08,1.145600350629973412e+08,5.387013833933433915e+00
3.367113000000000137e-03,1.206603913982962817e+08,1.145911000000000000e+08,5.296477124572747108e+00
3.368259000000000183e-03,1.206382000000000000e+08,1.145912834578441828e+08,5.276942852621382407e+00
3.372734999999999969e-03,1.207955625112107545e+08,1.145920000000000000e+08,5.413608725923933385e+00
3.373834000000000034e-03,1.208342000000000000e+08,1.143856630606860071e+08,5.637539501688070054e+00
3.377932000000000157e-03,1.208454000000000000e+08,1.136162647191857994e+08,6.362764432259542247e+00
3.378041000000000030e-03,1.208500371227142513e+08,1.135958000000000000e+08,6.386008217481853322e+00
3.382471000000000175e-03,1.210385000000000000e+08,1.135916059912392199e+08,6.555848862049827197e+00
3.385117999999999894e-03,1.211632995409836024e+08,1.135891000000000000e+08,6.668068979315447287e+00
3.387045999999999894e-03,1.212542000000000000e+08,1.136799805388783067e+08,6.662755768621305918e+00
3.391715000000000008e-03,1.210118000000000000e+08,1.139000641675208658e+08,6.243838301986732731e+00
3.391947000000000191e-03,1.210074578434907943e+08,1.139110000000000000e+08,6.229826657206761098e+00
3.397260999999999944e-03,1.209080000000000000e+08,1.141974908488063514e+08,5.876231694160546581e+00
3.399487000000000082e-03,1.207468377705420405e+08,1.143175000000000000e+08,5.624106344647180400e+00
3.402482000000000076e-03,1.205300000000000000e+08,1.142832142174921483e+08,5.466057132957081954e+00
3.406816000000000011e-03,1.207472902487742752e+08,1.142336000000000000e+08,5.702079115754274063e+00
3.407989000000000157e-03,1.208061000000000000e+08,1.140192572351420820e+08,5.952365354267659114e+00
3.411459999999999840e-03,1.207064389289783537e+08,1.133850000000000000e+08,6.457149472133309587e+00
3.413255000000000022e-03,1.206549000000000000e+08,1.133887826802765876e+08,6.408144745862341729e+00
3.417533999999999850e-03,1.208625718760303259e+08,1.133978000000000000e+08,6.582818957713752361e+00
3.419320999999999906e-03,1.209493000000000000e+08,1.133236645727040768e+08,6.729075922534795140e+00
3.423806000000000158e-03,1.213157352732548863e+08,1.131376000000000000e+08,7.228485731759278998e+00
3.425524000000000104e-03,1.214561000000000000e+08,1.131144329940036237e+08,7.374538142659991635e+00
3.430976999999999985e-03,1.218070629424237460e+08,1.130409000000000000e+08,7.754859473362071931e+00
3.431655000000000035e-03,1.218507000000000000e+08,1.129737350476839244e+08,7.857547551711278722e+00
3.436849000000000067e-03,1.221956096096566916e+08,1.124592000000000000e+08,8.657726188392492972e+00
3.438033999999999969e-03,1.222743000000000000e+08,1.123770151761049777e+08,8.807214543281007835e+00
3.442641000000000191e-03,1.223775915064731389e+08,1.120575000000000000e+08,9.209639253484272814e+00
3.443131999999999790e-03,1.223886000000000000e+08,1.120791916315587759e+08,9.198325057814162875e+00
3.447754999999999830e-03,1.226036000000000000e+08,1.122834287246265858e+08,9.191179315234021985e+00
3.447862999999999796e-03,1.226086122480923533e+08,1.122882000000000000e+08,9.191003371763331486e+00
3.452866000000000182e-03,1.228408000000000000e+08,1.121999350474683493e+08,9.483842346281063485e+00
3.452919000000000040e-03,1.228450985043185055e+08,1.121990000000000000e+08,9.488585909249195538e+00
3.456652000000000162e-03,1.231478591952812374e+08,1.121167000000000000e+08,9.838997397605563577e+00
3.457613000000000006e-03,1.232258000000000000e+08,1.120694637577206641e+08,9.954840389348037277e+00
3.461670999999999932e-03,1.234341324838709682e+08,1.118700000000000000e+08,1.033711672823005934e+01
3.463813000000000048e-03,1.235441000000000000e+08,1.114022590521948040e+08,1.089909760457948451e+01
3.466250000000000147e-03,1.236198795053003579e+08,1.108701000000000000e+08,1.149974565306638929e+01
3.469756000000000055e-03,1.237289000000000000e+08,1.105560536715906709e+08,1.191508369821120361e+01
3.470921000000000076e-03,1.237714281058617681e+08,1.104517000000000000e+08,1.205932376401790762e+01
3.474328000000000052e-03,1.238958000000000000e+08,1.104133920695274323e+08,1.221084478772527859e+01
3.474603000000000153e-03,1.238933180847399235e+08,1.104103000000000000e+08,1.221173938005776982e+01
3.478309000000000175e-03,1.238598708921805024e+08,1.105063000000000000e+08,1.208399058893520284e+01
3.480134000000000179e-03,1.238434000000000000e+08,1.105903363175675720e+08,1.198392565185385372e+01
3.481268999999999943e-03,1.239354834062663913e+08,1.106426000000000000e+08,1.201425437061890378e+01
3.484264999999999845e-03,1.241785511465079635e+08,1.107455000000000000e+08,1.212965867372305162e+01
3.485846999999999817e-03,1.243069000000000000e+08,1.108172502274204046e+08,1.217287899212079694e+01
3.487342999999999953e-03,1.244458361447679102e+08,1.108851000000000000e+08,1.222953863482822356e+01
3.490462000000000165e-03,1.247355031471282840e+08,1.107018000000000000e+08,1.267703248468252930e+01
3.492201999999999806e-03,1.248971000000000000e+08,1.107129516352824569e+08,1.281164322259590094e+01
3.493488999999999796e-03,1.250067522226050943e+08,1.107212000000000000e+08,1.290227365906898882e+01
3.496503000000000198e-03,1.252635446071674824e+08,1.108979000000000000e+08,1.295393745703704269e+01
3.498006000000000119e-03,1.253916000000000000e+08,1.109793754069968909e+08,1.298639908554978817e+01
3.499389999999999792e-03,1.255133350954478383e+08,1.110544000000000000e+08,1.301968683406315996e+01
3.503454000000000030e-03,1.258708000000000000e+08,1.113275898030127436e+08,1.306343757438795095e+01
3.506294000000000077e-03,1.261195655537310839e+08,1.115185000000000000e+08,1.309295368367677526e+01
3.508934999999999919e-03,1.263509000000000000e+08,1.116900436774661541e+08,1.312637710561816462e+01
3.514429999999999811e-03,1.267391000000000000e+08,1.120469662475822121e+08,1.311247795853180342e+01
3.514565999999999784e-03,1.267494252336448580e+08,1.120558000000000000e+08,1.311277527235971441e+01
3.519887000000000189e-03,1.271534000000000000e+08,1.124434129569823146e+08,1.308212429361719131e+01
3.522307000000000129e-03,1.272239624568668008e+08,1.126197000000000000e+08,1.296776892219283184e+01
3.525682999999999942e-03,1.273224000000000000e+08,1.127463500989315361e+08,1.292817895060764144e+01
3.527361000000000125e-03,1.273514483557675928e+08,1.128093000000000000e+08,1.289091267809267016e+01
3.531551999999999868e-03,1.274240000000000000e+08,1.130263197215777189e+08,1.273834299293179484e+01
3.532102000000000071e-03,1.274440923209663630e+08,1.130548000000000000e+08,1.272771463128178837e+01
3.537347000000000147e-03,1.276357000000000000e+08,1.134371501788908988e+08,1.251666654065085638e+01
3.537691999999999833e-03,1.276277880000000000e+08,1.134623000000000000e+08,1.248475308538607109e+01
3.542619999999999797e-03,1.275147725333333462e+08,1.137292000000000000e+08,1.212140112946661574e+01
3.542972000000000135e-03,1.275067000000000000e+08,1.137410054779206365e+08,1.210266646073526786e+01
3.548475000000000153e-03,1.276513000000000000e+08,1.139255666852990538e+08,1.204798335795516806e+01
3.549776000000000147e-03,1.277197688536155224e+08,1.139692000000000000e+08,1.206516221366432440e+01
